I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
897, -922, -1820, 12, 1359, -1371, -492, -751, -1288, -1244, -1000, -634, 
858, -839, -1698, -9, 1278, -1268, -468, -741, -1224, -1185, -966, -629, 
814, -741, -1556, -36, 1185, -1149, -439, -712, -1127, -1117, -907, -580, 
780, -673, -1454, -53, 1117, -1063, -409, -629, -980, -995, -800, -507, 
751, -585, -1337, -82, 1044, -961, -370, -497, -829, -868, -702, -424, 
727, -468, -1195, -129, 961, -832, -366, -390, -707, -761, -614, -366, 
707, -366, -1073, -170, 890, -719, -351, -302, -629, -692, -566, -331, 
668, -346, -1015, -161, 841, -680, -317, -234, -561, -644, -522, -302, 
614, -341, -956, -136, 785, -649, -273, -170, -483, -570, -473, -278, 
546, -297, -844, -124, 695, -570, -219, -122, -409, -492, -405, -229, 
492, -239, -732, -126, 612, -485, -180, -102, -346, -429, -351, -195, 
429, -165, -595, -131, 512, -380, -131, -78, -273, -385, -307, -170, 
336, -97, -434, -119, 385, -265, -78, -48, -195, -326, -258, -146, 
239, -48, -287, -95, 263, -168, -24, -24, -122, -273, -209, -112, 
151, -34, -185, -58, 168, -109, 14, 4, -58, -229, -161, -82, 
53, -19, -73, -17, 63, -46, 58, 48, 4, -175, -126, -68, 
-29, 0, 29, 14, -29, 14, 107, 78, 58, -136, -102, -39, 
-87, -4, 82, 46, -85, 39, 141, 107, 97, -97, -73, -14, 
-126, -4, 122, 65, -124, 58, 165, 102, 112, -73, -63, -9, 
-146, 9, 156, 68, -151, 82, 165, 102, 112, -73, -58, -9, 
-161, 19, 180, 70, -170, 100, 185, 107, 117, -58, -48, -14, 
-170, 9, 180, 80, -175, 95, 214, 117, 136, -39, -24, 0, 
-190, 29, 219, 80, -204, 124, 229, 122, 156, -29, -14, 9, 
-190, 58, 248, 65, -219, 153, 219, 107, 161, -29, -19, -4, 
-195, 58, 253, 68, -224, 156, 219, 107, 161, -29, -19, 4, 
-195, 53, 248, 70, -222, 151, 219, 102, 161, -29, -24, 4, 
-204, 43, 248, 80, -226, 146, 214, 97, 156, -29, -29, 4, 
-204, 39, 244, 82, -224, 141, 209, 92, 156, -34, -34, 0, 
-209, 24, 234, 92, -222, 129, 219, 97, 151, -34, -24, 4, 
-219, 19, 239, 100, -229, 129, 219, 97, 151, -29, -24, 4, 
-229, 14, 244, 107, -236, 129, 224, 87, 151, -24, -29, 9, 
-234, 9, 244, 112, -239, 126, 224, 87, 151, -24, -29, 9, 
-244, 19, 263, 112, -253, 141, 229, 87, 161, -14, -29, 0, 
-253, 24, 278, 114, -265, 151, 234, 87, 170, -9, -19, 9, 
-263, 24, 287, 119, -275, 156, 239, 87, 175, -4, -14, 14, 
-248, 39, 287, 104, -268, 163, 239, 92, 180, 0, -14, 14, 
-229, 43, 273, 92, -251, 158, 248, 92, 195, 9, -4, 34, 
-244, 43, 287, 100, -265, 165, 248, 97, 195, 14, 9, 39, 
-248, 48, 297, 100, -273, 173, 244, 97, 195, 19, 19, 29, 
-253, 53, 307, 100, -280, 180, 239, 92, 190, 24, 24, 34, 
-253, 63, 317, 95, -285, 190, 229, 92, 180, 9, 14, 34, 
-253, 68, 322, 92, -287, 195, 234, 92, 185, 9, 9, 34, 
-253, 68, 322, 92, -287, 195, 234, 92, 185, 19, 9, 34, 
-253, 78, 331, 87, -292, 204, 239, 92, 185, 19, 4, 34, 
-258, 68, 326, 95, -292, 197, 244, 92, 195, 24, 0, 29, 
-273, 58, 331, 107, -302, 195, 248, 102, 200, 24, 0, 39, 
-287, 58, 346, 114, -317, 202, 258, 102, 204, 24, 4, 39, 
-292, 68, 361, 112, -326, 214, 268, 102, 204, 24, 4, 39, 
-297, 63, 361, 117, -329, 212, 278, 112, 224, 29, 14, 39, 
-297, 63, 361, 117, -329, 212, 278, 112, 229, 39, 19, 34, 
-307, 68, 375, 119, -341, 222, 278, 117, 229, 43, 19, 34, 
-312, 63, 375, 124, -344, 219, 278, 117, 229, 48, 19, 34, 
-302, 63, 366, 119, -334, 214, 273, 107, 244, 58, 29, 39, 
-307, 73, 380, 117, -344, 226, 283, 117, 258, 78, 39, 43, 
-312, 87, 400, 112, -356, 244, 283, 117, 278, 92, 58, 48, 
-317, 107, 424, 104, -370, 265, 283, 122, 283, 107, 68, 48, 
-307, 131, 439, 87, -373, 285, 292, 122, 292, 117, 73, 63, 
-307, 131, 439, 87, -373, 285, 292, 122, 297, 117, 78, 73, 
-307, 131, 439, 87, -373, 285, 292, 126, 302, 122, 92, 82, 
-317, 131, 448, 92, -383, 290, 302, 126, 307, 122, 97, 87, 
-331, 131, 463, 100, -397, 297, 307, 141, 302, 126, 92, 82, 
-331, 136, 468, 97, -400, 302, 307, 151, 317, 131, 92, 73, 
-351, 141, 492, 104, -422, 317, 312, 156, 317, 131, 92, 68, 
-361, 151, 512, 104, -436, 331, 317, 161, 322, 136, 97, 58, 
-375, 141, 517, 117, -446, 329, 331, 170, 331, 141, 107, 68, 
-380, 141, 522, 119, -451, 331, 336, 180, 346, 146, 107, 68, 
-400, 141, 541, 129, -470, 341, 356, 195, 366, 151, 122, 68, 
-400, 146, 546, 126, -473, 346, 375, 204, 385, 156, 122, 68, 
-395, 156, 551, 119, -473, 353, 370, 219, 400, 170, 131, 73, 
-409, 161, 570, 124, -490, 366, 375, 219, 409, 185, 141, 78, 
-414, 161, 575, 126, -495, 368, 375, 224, 419, 195, 156, 78, 
-419, 165, 585, 126, -502, 375, 375, 229, 424, 204, 170, 78, 
-424, 170, 595, 126, -509, 383, 380, 239, 439, 224, 190, 73, 
-429, 175, 605, 126, -517, 390, 390, 263, 458, 239, 195, 73, 
-444, 185, 629, 129, -536, 407, 405, 273, 463, 248, 200, 68, 
-463, 195, 658, 134, -561, 427, 414, 278, 488, 263, 204, 63, 
-473, 195, 668, 139, -570, 431, 424, 302, 507, 278, 219, 58, 
-478, 195, 673, 141, -575, 434, 429, 312, 527, 287, 234, 48, 
-492, 200, 692, 146, -592, 446, 434, 326, 536, 292, 239, 48, 
-502, 204, 707, 148, -605, 456, 453, 346, 561, 312, 244, 53, 
-488, 209, 697, 139, -592, 453, 453, 356, 570, 331, 258, 43, 
-488, 214, 702, 136, -595, 458, 444, 366, 585, 346, 268, 43, 
-488, 229, 717, 129, -602, 473, 453, 370, 600, 356, 273, 43, 
-488, 258, 746, 114, -617, 502, 444, 385, 605, 366, 283, 43, 
-497, 287, 785, 104, -641, 536, 434, 400, 629, 385, 317, 48, 
-492, 292, 785, 100, -639, 539, 448, 414, 653, 400, 331, 63, 
-497, 292, 790, 102, -644, 541, 453, 439, 663, 424, 341, 68, 
-502, 297, 800, 102, -651, 549, 463, 458, 683, 429, 356, 73, 
-483, 307, 790, 87, -636, 549, 458, 473, 697, 444, 370, 68, 
-478, 317, 795, 80, -636, 556, 458, 497, 712, 458, 375, 73, 
-468, 331, 800, 68, -634, 566, 458, 531, 732, 478, 400, 73, 
-463, 346, 810, 58, -636, 578, 448, 551, 736, 488, 400, 68, 
-453, 341, 795, 56, -624, 568, 439, 551, 736, 478, 390, 53, 
-453, 351, 805, 51, -629, 578, 434, 566, 736, 478, 390, 63, 
-458, 341, 800, 58, -629, 570, 429, 590, 736, 488, 400, 63, 
-458, 341, 800, 58, -629, 570, 424, 600, 727, 488, 400, 68, 
-429, 336, 766, 46, -597, 551, 409, 595, 732, 492, 419, 68, 
-405, 341, 746, 31, -575, 544, 400, 600, 732, 507, 429, 78, 
-395, 341, 736, 26, -566, 539, 385, 614, 732, 512, 434, 78, 
-370, 331, 702, 19, -536, 517, 375, 614, 727, 517, 439, 82, 
-341, 322, 663, 9, -502, 492, 356, 600, 707, 507, 439, 82, 
-317, 331, 649, -7, -483, 490, 341, 585, 688, 507, 444, 87, 
-297, 341, 639, -21, -468, 490, 317, 570, 663, 497, 444, 92, 
-268, 341, 610, -36, -439, 475, 307, 556, 634, 488, 439, 87, 
-253, 307, 561, -26, -407, 434, 292, 502, 600, 478, 434, 87, 
-234, 307, 541, -36, -387, 424, 273, 473, 570, 458, 434, 82, 
-214, 302, 517, -43, -366, 409, 239, 434, 531, 419, 409, 58, 
-190, 302, 492, -56, -341, 397, 224, 395, 502, 395, 400, 43, 
-175, 312, 488, -68, -331, 400, 214, 380, 468, 380, 409, 58, 
-165, 297, 463, -65, -314, 380, 200, 370, 453, 370, 400, 53, 
-156, 292, 448, -68, -302, 370, 195, 361, 439, 361, 390, 48, 
-146, 287, 434, -70, -290, 361, 190, 351, 424, 351, 380, 43, 
-136, 283, 419, -73, -278, 351, 185, 341, 409, 341, 370, 39, 
-126, 263, 390, -68, -258, 326, 170, 307, 390, 322, 341, 19, 
-122, 248, 370, -63, -246, 309, 161, 287, 361, 297, 322, 0, 
-117, 229, 346, -56, -231, 287, 151, 268, 331, 268, 302, -19, 
-107, 219, 326, -56, -217, 273, 141, 248, 302, 244, 292, -43, 
-92, 229, 322, -68, -207, 275, 141, 224, 292, 239, 283, -53, 
-87, 244, 331, -78, -209, 287, 136, 209, 273, 234, 278, -58, 
-82, 253, 336, -85, -209, 295, 131, 195, 263, 234, 278, -68, 
-78, 253, 331, -87, -204, 292, 126, 180, 258, 229, 278, -73, 
-48, 239, 287, -95, -168, 263, 122, 165, 244, 219, 273, -82, 
-39, 248, 287, -104, -163, 268, 112, 151, 239, 224, 273, -78, 
-24, 253, 278, -114, -151, 265, 107, 136, 234, 219, 278, -68, 
-14, 244, 258, -114, -136, 251, 97, 122, 219, 214, 283, -68, 
-24, 234, 258, -104, -141, 246, 97, 112, 200, 204, 263, -78, 
-34, 214, 248, -90, -141, 231, 97, 107, 190, 190, 258, -82, 
-43, 204, 248, -80, -146, 226, 97, 97, 180, 175, 248, -87, 
-53, 204, 258, -75, -156, 231, 87, 87, 165, 161, 239, -97, 
-53, 190, 244, -68, -148, 217, 92, 97, 151, 151, 224, -107, 
-48, 170, 219, -61, -134, 195, 92, 102, 151, 141, 219, -117, 
-43, 151, 195, -53, -119, 173, 92, 102, 141, 141, 214, -126, 
-39, 136, 175, -48, -107, 156, 82, 102, 136, 131, 209, -136, 
-24, 141, 165, -58, -95, 153, 68, 97, 141, 141, 214, -131, 
-14, 141, 156, -63, -85, 148, 58, 97, 146, 151, 214, -131, 
4, 136, 131, -70, -63, 134, 58, 102, 151, 156, 214, -136, 
14, 122, 107, -68, -46, 114, 53, 102, 141, 161, 209, -136, 
-4, 131, 136, -63, -70, 134, 43, 102, 122, 151, 204, -136, 
-14, 126, 141, -56, -78, 134, 43, 97, 122, 141, 200, -146, 
-19, 117, 136, -48, -78, 126, 43, 97, 117, 136, 195, -151, 
-29, 107, 136, -39, -82, 122, 43, 102, 107, 117, 180, -156, 
-34, 92, 126, -29, -80, 109, 48, 102, 82, 97, 170, -175, 
-43, 68, 112, -12, -78, 90, 58, 102, 82, 97, 165, -175, 
-34, 53, 87, -9, -61, 70, 68, 97, 78, 92, 161, -175, 
-34, 43, 78, -4, -56, 61, 73, 87, 78, 92, 156, -180, 
-53, 29, 82, 12, -68, 56, 92, 82, 87, 97, 156, -190, 
-63, 24, 87, 19, -75, 56, 102, 87, 87, 97, 156, -190, 
-78, 19, 97, 29, -87, 58, 112, 97, 82, 97, 161, -185, 
-97, 24, 122, 36, -109, 73, 122, 102, 78, 92, 161, -185, 
-97, 34, 131, 31, -114, 82, 131, 107, 82, 107, 156, -180, 
-117, 24, 141, 46, -129, 82, 141, 112, 87, 107, 156, -180, 
-131, 9, 141, 61, -136, 75, 146, 117, 92, 112, 156, -180, 
-151, 4, 156, 73, -153, 80, 151, 122, 97, 117, 151, -190, 
-151, 19, 170, 65, -161, 95, 151, 107, 87, 122, 161, -170, 
-141, 14, 156, 63, -148, 85, 141, 107, 87, 122, 161, -170, 
-146, 14, 161, 65, -153, 87, 151, 107, 87, 122, 161, -175, 
-126, 19, 146, 53, -136, 82, 146, 117, 92, 122, 161, -175, 
-126, 19, 146, 53, -136, 82, 136, 107, 87, 117, 151, -190, 
-122, 14, 136, 53, -129, 75, 141, 107, 82, 112, 151, -195, 
-122, 9, 131, 56, -126, 70, 136, 107, 78, 107, 146, -200, 
-117, 4, 122, 56, -119, 63, 131, 107, 73, 102, 141, -204, 
-126, 14, 141, 56, -134, 78, 126, 107, 82, 107, 151, -195, 
-131, 24, 156, 53, -143, 90, 122, 107, 78, 112, 146, -204, 
-131, 34, 165, 48, -148, 100, 122, 107, 73, 112, 146, -204, 
-131, 43, 175, 43, -153, 109, 117, 107, 73, 117, 151, -204, 
-122, 19, 141, 51, -131, 80, 126, 117, 82, 131, 156, -185, 
-131, 0, 131, 65, -131, 65, 131, 117, 87, 136, 161, -180, 
-131, -14, 117, 73, -124, 51, 136, 117, 92, 141, 161, -175, 
-131, -34, 97, 82, -114, 31, 141, 117, 97, 146, 165, -170, 
-117, -24, 92, 70, -104, 34, 126, 117, 87, 141, 156, -170, 
-112, -19, 92, 65, -102, 36, 126, 117, 78, 136, 156, -170, 
-107, -14, 92, 61, -100, 39, 126, 112, 73, 131, 156, -170, 
-112, -14, 97, 63, -104, 41, 126, 112, 68, 126, 156, -175, 
-112, -19, 92, 65, -102, 36, 126, 102, 68, 122, 141, -185, 
-102, -14, 87, 58, -95, 36, 126, 102, 63, 117, 141, -180, 
-102, -4, 97, 53, -100, 46, 126, 102, 58, 112, 141, -180, 
-102, 0, 102, 51, -102, 51, 126, 102, 53, 102, 141, -180, 
-117, 9, 126, 53, -122, 68, 122, 102, 58, 112, 146, -170, 
-126, -19, 107, 73, -117, 43, 131, 117, 82, 131, 146, -161, 
-136, -43, 92, 90, -114, 24, 146, 131, 87, 131, 151, -151, 
-136, -14, 122, 75, -129, 53, 141, 131, 78, 122, 151, -161, 
-117, 9, 126, 53, -122, 68, 136, 136, 97, 146, 161, -161, 
-107, 9, 117, 48, -112, 63, 146, 170, 136, 185, 180, -156, 
-102, 19, 122, 41, -112, 70, 146, 200, 146, 190, 190, -151, 
-73, 19, 92, 26, -82, 56, 136, 219, 146, 180, 180, -151, 
-19, 4, 24, 7, -21, 14, 136, 244, 131, 161, 170, -156, 
29, -39, -68, 4, 48, -53, 112, 268, 97, 141, 141, -156, 
78, -53, -131, -12, 104, -92, 78, 297, 63, 112, 136, -161, 
122, -53, -175, -34, 148, -114, 34, 356, 53, 122, 146, -136, 
175, -43, -219, -65, 197, -131, -14, 400, 39, 122, 161, -107, 
253, -4, -258, -124, 256, -131, -73, 429, 19, 117, 170, -82, 
312, 39, -273, -175, 292, -117, -136, 453, 9, 131, 195, -43, 
351, 39, -312, -195, 331, -136, -209, 429, -29, 131, 214, -9, 
409, 53, -356, -231, 383, -151, -312, 351, -107, 97, 195, 0, 
463, 78, -385, -270, 424, -153, -409, 287, -209, 53, 195, 14, 
531, 78, -453, -305, 492, -187, -497, 219, -331, 14, 195, 48, 
610, 63, -546, -336, 578, -241, -570, 126, -453, -34, 180, 58, 
644, 58, -585, -351, 614, -263, -629, 0, -590, -122, 131, 58, 
678, 19, -658, -348, 668, -319, -707, -131, -746, -244, 82, 39, 
722, -34, -756, -344, 739, -395, -805, -253, -912, -366, 34, 39, 
795, -29, -824, -383, 810, -427, -932, -361, -1029, -439, 14, 58, 
883, -29, -912, -427, 897, -470, -1049, -463, -1117, -507, -4, 87, 
976, -68, -1044, -453, 1010, -556, -1151, -566, -1220, -566, -29, 97, 
1058, -107, -1166, -475, 1112, -636, -1239, -673, -1307, -634, -78, 102, 
1137, -126, -1263, -505, 1200, -695, -1317, -775, -1390, -683, -102, 97, 
1195, -165, -1361, -514, 1278, -763, -1351, -854, -1444, -727, -126, 87, 
1215, -239, -1454, -488, 1334, -846, -1342, -902, -1488, -761, -151, 68, 
1244, -312, -1556, -466, 1400, -934, -1322, -932, -1532, -819, -200, 43, 
1273, -424, -1698, -424, 1485, -1061, -1302, -961, -1590, -893, -258, 0, 
1288, -531, -1820, -378, 1554, -1176, -1263, -990, -1639, -976, -326, -48, 
1263, -605, -1869, -329, 1566, -1237, -1229, -1024, -1659, -1024, -380, -78, 
1229, -653, -1883, -287, 1556, -1268, -1180, -1078, -1668, -1068, -434, -131, 
1161, -732, -1893, -214, 1527, -1312, -1107, -1117, -1673, -1102, -492, -219, 
1102, -785, -1888, -158, 1495, -1337, -1019, -1112, -1625, -1098, -517, -278, 
1083, -805, -1888, -139, 1485, -1346, -951, -1078, -1586, -1068, -527, -326, 
1093, -814, -1908, -139, 1500, -1361, -922, -1044, -1556, -1063, -546, -380, 
1083, -839, -1922, -122, 1503, -1381, -873, -1015, -1522, -1063, -575, -424, 
1039, -868, -1908, -85, 1473, -1388, -814, -1015, -1503, -1073, -610, -453, 
976, -897, -1873, -39, 1424, -1385, -761, -1005, -1493, -1102, -663, -512, 
922, -946, -1869, 12, 1395, -1407, -692, -976, -1459, -1132, -707, -575, 
873, -976, -1849, 51, 1361, -1412, -634, -941, -1424, -1137, -751, -629, 
829, -995, -1825, 82, 1327, -1410, -580, -912, -1390, -1137, -795, -683, 
785, -1015, -1800, 114, 1293, -1407, -531, -858, -1346, -1127, -824, -746, 
771, -1024, -1795, 126, 1283, -1410, -483, -810, -1298, -1102, -824, -780, 
732, -1010, -1742, 139, 1237, -1376, -444, -771, -1249, -1058, -805, -790, 
702, -946, -1649, 122, 1176, -1298, -409, -722, -1166, -990, -751, -756, 
688, -897, -1586, 104, 1137, -1241, -390, -673, -1068, -902, -683, -707, 
663, -829, -1493, 82, 1078, -1161, -380, -649, -980, -829, -624, -663, 
624, -732, -1356, 53, 990, -1044, -351, -614, -907, -761, -585, -619, 
619, -673, -1293, 26, 956, -983, -326, -556, -834, -702, -536, -580, 
619, -629, -1249, 4, 934, -939, -322, -478, -766, -644, -478, -536, 
610, -541, -1151, -34, 880, -846, -326, -400, -688, -575, -414, -478, 
624, -458, -1083, -82, 854, -771, -322, -336, -610, -502, -356, -444, 
634, -395, -1029, -119, 832, -712, -326, -278, -546, -453, -317, -434, 
610, -336, -946, -136, 778, -641, -297, -219, -492, -409, -292, -429, 
546, -312, -858, -117, 702, -585, -248, -146, -429, -356, -248, -405, 
473, -292, -766, -90, 619, -529, -204, -78, -361, -297, -200, -370, 
414, -234, -649, -90, 531, -441, -180, -73, -307, -244, -170, -336, 
356, -141, -497, -107, 427, -319, -151, -73, -253, -180, -141, -297, 
268, -87, -356, -90, 312, -222, -117, -48, -180, -126, -97, -244, 
175, -58, -234, -58, 204, -146, -68, -19, -136, -78, -43, -195, 
107, -34, -141, -36, 124, -87, -34, 0, -107, -68, -34, -190, 
48, -4, -53, -21, 51, -29, -9, 14, -63, -43, -24, -195, 
-29, -39, -9, 34, -9, -24, 58, 63, 4, 24, 29, -156, 
-92, -68, 24, 80, -58, -21, 136, 97, 87, 107, 87, -122, 
-131, -29, 102, 80, -117, 36, 165, 97, 126, 156, 112, -117, 
-190, 39, 229, 75, -209, 134, 170, 102, 156, 175, 122, -126, 
-219, 48, 268, 85, -244, 158, 190, 117, 170, 185, 126, -122, 
-224, 53, 278, 85, -251, 165, 195, 112, 170, 185, 122, -117, 
-224, 53, 278, 85, -251, 165, 200, 112, 170, 185, 122, -112, 
-234, 48, 283, 92, -258, 165, 200, 112, 165, 185, 122, -107, 
-234, 48, 283, 92, -258, 165, 200, 112, 165, 180, 122, -107, 
-229, 48, 278, 90, -253, 163, 195, 102, 156, 175, 122, -107, 
-229, 48, 278, 90, -253, 163, 190, 97, 151, 175, 122, -102, 
-229, 48, 278, 90, -253, 163, 190, 82, 146, 175, 117, -92, 
-224, 48, 273, 87, -248, 161, 185, 78, 141, 170, 117, -87, 
-224, 53, 278, 85, -251, 165, 180, 87, 151, 180, 117, -87, 
-234, 63, 297, 85, -265, 180, 185, 87, 161, 185, 126, -78, 
-244, 68, 312, 87, -278, 190, 190, 87, 165, 190, 131, -73, 
-229, 87, 317, 70, -273, 202, 190, 92, 170, 195, 131, -73, 
-224, 73, 297, 75, -261, 185, 200, 102, 185, 209, 131, -63, 
-244, 63, 307, 90, -275, 185, 200, 107, 185, 209, 136, -58, 
-253, 58, 312, 97, -283, 185, 195, 107, 185, 209, 136, -68, 
-263, 53, 317, 104, -290, 185, 190, 102, 180, 209, 131, -63, 
-263, 63, 326, 100, -295, 195, 180, 97, 180, 209, 131, -63, 
-263, 78, 341, 92, -302, 209, 185, 92, 185, 214, 136, -63, 
-263, 87, 351, 87, -307, 219, 185, 87, 185, 229, 146, -63, 
-263, 107, 370, 78, -317, 239, 190, 82, 185, 234, 151, -63, 
-253, 97, 351, 78, -302, 224, 200, 87, 195, 239, 151, -73, 
-263, 87, 351, 87, -307, 219, 200, 102, 200, 229, 146, -68, 
-273, 87, 361, 92, -317, 224, 204, 107, 204, 219, 146, -73, 
-273, 97, 370, 87, -322, 234, 209, 112, 204, 209, 141, -78, 
-278, 97, 375, 90, -326, 236, 209, 122, 219, 224, 141, -63, 
-278, 102, 380, 87, -329, 241, 209, 122, 229, 234, 146, -63, 
-287, 112, 400, 87, -344, 256, 209, 126, 234, 239, 146, -58, 
-292, 112, 405, 90, -348, 258, 209, 126, 239, 244, 146, -53, 
-292, 112, 405, 90, -348, 258, 214, 126, 229, 239, 136, -53, 
-297, 112, 409, 92, -353, 261, 224, 136, 239, 244, 136, -53, 
-302, 117, 419, 92, -361, 268, 224, 136, 253, 244, 146, -53, 
-307, 126, 434, 90, -370, 280, 224, 141, 253, 244, 146, -58, 
-292, 141, 434, 75, -363, 287, 224, 141, 273, 258, 161, -58, 
-287, 141, 429, 73, -358, 285, 224, 141, 278, 263, 165, -53, 
-283, 141, 424, 70, -353, 283, 224, 146, 283, 273, 180, -48, 
-287, 141, 429, 73, -358, 285, 234, 146, 287, 278, 185, -48, 
-302, 136, 439, 82, -370, 287, 229, 151, 283, 283, 175, -48, 
-302, 136, 439, 82, -370, 287, 229, 161, 297, 278, 170, -53, 
-322, 136, 458, 92, -390, 297, 234, 165, 297, 268, 165, -53, 
-331, 141, 473, 95, -402, 307, 239, 170, 302, 263, 165, -58, 
-341, 146, 488, 97, -414, 317, 248, 185, 317, 278, 165, -48, 
-351, 151, 502, 100, -427, 326, 248, 190, 336, 292, 165, -48, 
-375, 156, 531, 109, -453, 344, 263, 200, 361, 307, 180, -48, 
-380, 165, 546, 107, -463, 356, 278, 204, 385, 322, 180, -48, 
-385, 161, 546, 112, -466, 353, 292, 224, 390, 322, 180, -48, 
-400, 161, 561, 119, -480, 361, 307, 229, 400, 331, 180, -48, 
-405, 156, 561, 124, -483, 358, 317, 239, 409, 336, 185, -53, 
-409, 156, 566, 126, -488, 361, 326, 248, 414, 341, 190, -58, 
-409, 190, 600, 109, -505, 395, 331, 253, 429, 361, 209, -43, 
-409, 204, 614, 102, -512, 409, 331, 273, 458, 375, 214, -34, 
-419, 224, 644, 97, -531, 434, 336, 278, 473, 385, 219, -29, 
-434, 244, 678, 95, -556, 461, 336, 278, 507, 400, 224, -24, 
-444, 229, 673, 107, -558, 451, 346, 292, 517, 405, 219, -39, 
-448, 224, 673, 112, -561, 448, 351, 302, 527, 405, 224, -48, 
-463, 224, 688, 119, -575, 456, 356, 317, 527, 400, 219, -48, 
-473, 224, 697, 124, -585, 461, 375, 336, 541, 409, 214, -43, 
-492, 234, 727, 129, -610, 480, 395, 351, 570, 419, 224, -43, 
-507, 234, 741, 136, -624, 488, 395, 366, 585, 434, 229, -43, 
-522, 244, 766, 139, -644, 505, 414, 375, 600, 444, 229, -43, 
-536, 268, 805, 134, -671, 536, 414, 395, 605, 453, 234, -43, 
-546, 283, 829, 131, -688, 556, 414, 414, 624, 483, 263, -39, 
-541, 283, 824, 129, -683, 553, 429, 424, 653, 497, 273, -24, 
-546, 278, 824, 134, -685, 551, 434, 444, 668, 522, 278, -19, 
-551, 278, 829, 136, -690, 553, 444, 458, 692, 527, 287, -14, 
-541, 292, 834, 124, -688, 563, 444, 473, 717, 536, 302, 0, 
-546, 307, 854, 119, -700, 580, 448, 497, 741, 556, 307, 14, 
-546, 326, 873, 109, -710, 600, 453, 531, 771, 580, 331, 24, 
-551, 346, 897, 102, -724, 622, 448, 551, 785, 595, 331, 29, 
-541, 341, 883, 100, -712, 612, 444, 551, 790, 605, 326, 19, 
-541, 351, 893, 95, -717, 622, 444, 566, 805, 614, 331, 34, 
-546, 341, 888, 102, -717, 614, 444, 590, 819, 634, 346, 39, 
-546, 341, 888, 102, -717, 614, 444, 600, 824, 644, 351, 48, 
-531, 351, 883, 90, -707, 617, 414, 595, 814, 644, 356, 39, 
-512, 370, 883, 70, -697, 627, 400, 600, 810, 653, 361, 48, 
-507, 385, 893, 61, -700, 639, 380, 614, 805, 653, 361, 48, 
-488, 390, 878, 48, -683, 634, 366, 614, 795, 653, 361, 53, 
-468, 385, 854, 41, -661, 619, 361, 614, 780, 644, 366, 73, 
-453, 390, 844, 31, -649, 617, 351, 605, 775, 644, 375, 87, 
-444, 395, 839, 24, -641, 617, 331, 595, 766, 634, 380, 102, 
-424, 390, 814, 17, -619, 602, 326, 585, 751, 624, 380, 107, 
-414, 385, 800, 14, -607, 592, 317, 570, 732, 610, 380, 107, 
-390, 385, 775, 2, -583, 580, 302, 551, 717, 605, 375, 112, 
-346, 370, 717, -12, -531, 544, 283, 541, 692, 600, 375, 117, 
-336, 370, 707, -17, -522, 539, 253, 522, 668, 590, 370, 122, 
-317, 370, 688, -26, -502, 529, 239, 502, 639, 575, 366, 136, 
-273, 366, 639, -46, -456, 502, 209, 483, 614, 556, 351, 141, 
-253, 351, 605, -48, -429, 478, 190, 448, 580, 536, 336, 141, 
-224, 326, 551, -51, -387, 439, 170, 419, 546, 522, 326, 141, 
-224, 307, 531, -41, -378, 419, 156, 395, 507, 488, 312, 136, 
-200, 292, 492, -46, -346, 392, 131, 370, 473, 453, 302, 131, 
-175, 273, 448, -48, -312, 361, 131, 341, 429, 405, 283, 117, 
-165, 253, 419, -43, -292, 336, 122, 317, 400, 361, 253, 107, 
-146, 234, 380, -43, -263, 307, 112, 292, 361, 351, 224, 97, 
-126, 214, 341, -43, -234, 278, 92, 263, 336, 341, 209, 87, 
-102, 195, 297, -46, -200, 246, 73, 239, 312, 322, 190, 58, 
-87, 195, 283, -53, -185, 239, 63, 214, 283, 302, 170, 43, 
-87, 175, 263, -43, -175, 219, 63, 190, 263, 302, 170, 53, 
-87, 136, 224, -24, -156, 180, 58, 170, 239, 287, 161, 53, 
-87, 126, 214, -19, -151, 170, 48, 146, 219, 263, 151, 48, 
-78, 112, 190, -17, -134, 151, 48, 131, 200, 248, 141, 34, 
-78, 117, 195, -19, -136, 156, 39, 107, 170, 224, 141, 34, 
-73, 97, 170, -12, -122, 134, 34, 92, 146, 185, 126, 29, 
-73, 107, 180, -17, -126, 143, 29, 78, 136, 170, 112, 29, 
-78, 107, 185, -14, -131, 146, 29, 63, 131, 165, 102, 29, 
-78, 92, 170, -7, -124, 131, 24, 68, 117, 151, 92, 14, 
-63, 87, 151, -12, -107, 119, 19, 58, 102, 146, 82, 0, 
-63, 87, 151, -12, -107, 119, 9, 48, 87, 146, 63, 0, 
-63, 92, 156, -14, -109, 124, 4, 39, 68, 141, 53, -9, 
-58, 82, 141, -12, -100, 112, 0, 48, 68, 151, 68, 0, 
-58, 78, 136, -9, -97, 107, 0, 34, 73, 146, 68, 0, 
-53, 78, 131, -12, -92, 104, 4, 29, 82, 146, 78, 4, 
-43, 78, 122, -17, -82, 100, 9, 24, 92, 141, 87, 9, 
-53, 48, 102, 2, -78, 75, 14, 24, 78, 122, 63, -9, 
-63, 29, 92, 17, -78, 61, 19, 24, 68, 102, 48, -19, 
-78, 19, 97, 29, -87, 58, 24, 24, 63, 87, 29, -24, 
-87, 9, 97, 39, -92, 53, 19, 29, 53, 82, 14, -29, 
